name,stars,branch,commit
dm77@barcodescanner,5448,master,d036996c8a6f36a68843ffe539c834c28944b2d5
hanks-zyh@HTextView,5421,master,93d8d0d6f3ae09a84c75e3e10ec7a04d318cbbcc
jgilfelt@SystemBarTint,5388,master,daa0796a488b5480ef808aa6363d300675b4af83
evernote@android-job,5386,master,adec0ae13d20e43b4d5dfce7e9eed7a07f98ae78
Vedenin@useful-java-links,5357,master,7de744638fdefb826bc0b36866c36f4401c08c30
apache@dubbo-spring-boot-project,5343,master,09dbae33ef54adb81286e773de24b250574c848e
evant@gradle-retrolambda,5335,main,e286096796ddc39f1b24c9c00834978536247656
XRecyclerView@XRecyclerView,5313,master,881c18e09b3db3f04d3c420596b1ef1ec4535e45
crazycodeboy@react-native-splash-screen,5302,master,b47197626804a742b8569cad50d5e0ed92fc765c
commonsguy@cw-omnibus,5293,master,f2ffeb687d002f4a41b52a6ef5bb2580eb6a4ed6
scribejava@scribejava,5288,master,fcd3f46ee27bac14984ce500cd6b344273eb0b09
wasabeef@Blurry,5287,main,d53d019cffb630452be88215781ac4c410c543f2
yixia@VitamioBundle,5271,master,77bd421e6ae874943291867edde0a371fe09fb0c
quartz-scheduler@quartz,5266,master,ff348f62ece41275555b45dba5a4073c910fbeab
confluentinc@ksql,5260,master,1a1c91d22e332e85f5622f31745458c172b33aac
lucasr@twoway-view,5258,master,e563d319c9166a3d039ce43d5f36df67c1e8fc5a
journeyapps@zxing-android-embedded,5241,master,d09b7c76c3124fbfbd096a65d60b1997f37ff90f
h6ah4i@android-advancedrecyclerview,5237,develop,5213b003748cc2010d73d8c6c3193deb2bbf023e
raphw@byte-buddy,5236,master,9a818565255791fed4d88c369a4dd3938693ff4c
btraceio@btrace,5228,develop,d5291363de6b90a75826cd941361664023f9774c
Clans@FloatingActionButton,5224,master,d3feaadabb8e4780e8bca330f4f67b94f21e1796
CameraKit@camerakit-android,5220,master,282feed6f548f045cadbe0f1cc498faee1ce4381
Yalantis@Side-Menu.Android,5209,master,b83ed828a0c792d3f6ef08d4529e075c646a4e7c
KeepSafe@TapTargetView,5208,master,e08def0b4188c365ec7dfdafaeb292efbc5a3f29
xxv@android-lifecycle,5205,main,63f51c67cef4e2da48dcce498b102af74b8c5bde
square@otto,5198,master,2a67589abd91879cf23a8c96542b59349485ec3d
thinkaurelius@titan,5197,titan10,ee226e52415b8bf43b700afac75fa5b9767993a5
wiremock@wiremock,5196,master,a137ab15acd7da4330418063be5514fbb15bf7c3
Karumi@Dexter,5183,master,59132a15efe50add52d43fe6c0f0d0092056c720
jOOQ@jOOQ,5169,main,532f1a54025b382638dc40e12b4e1dd752a306eb
hibernate@hibernate-orm,5130,main,e59a7366799c07bccde62b263c10889cd35e127f
alibaba@jvm-sandbox,5126,master,bb404460df67be41644867fcec675a480c0a1591
microg@GmsCore,5088,master,6d0702f080f0afef839423258ebaa36608ffd09a
hazelcast@hazelcast,5078,master,0b7c0f49c566cd4560eb72dc714defad52af73f2
careercup@ctci,5068,master,48950f46d346cd3472aa276443f20db6830ed9e0
danikula@AndroidVideoCache,5067,master,f02351be69cc3237893f0820253075cd5de97504
facebook@shimmer-android,5063,main,32b784bd9811588b4e18c4a613fdfa8ce384cd84
vavr-io@vavr,5025,master,48a3193bc0b33f12345c20b0b11f879ecb2b0aec
alibaba@UltraViewPager,5024,master,b65233e6d63f062345229d5eef9326136bde5eed
frogermcs@InstaMaterial,5022,master,6a8f6261c3633a1bfc09f95754c4300f42e5da23
wequick@Small,5018,master,efac42e8c6edf51705c761f0d4fcf7ae18c36d69
gephi@gephi,5014,master,40a92a83bd0bf2c3bd2d9baaf778cf35a4347153
socketio@socket.io-client-java,5012,main,ad3a930e346ad54acd8e895b01418f7b936776dd
cabaletta@baritone,5009,master,69ffdb7665937d929b8bf54f8fa15cfc0681bfd3
Trinea@android-common,5008,master,84350f7f3346eb96408509e011a78f53004770fb
mybatis@generator,4998,master,3dab4071aad176ce8de392f09bbb3b57089dc694
spring-attic@spring-mvc-showcase,4990,master,71d8c7e3432b226f09092dd13a7cfe2298fdd265
auth0@java-jwt,4976,master,1e38286a52936d7ccdae3f457369389ad7474b7a
orhanobut@dialogplus,4970,master,40dcdad57a797f7aa34460a0bd0e375d8a4c32a8
traex@RippleEffect,4951,master,df5f9e4456eae8a8e98e2827a3c6f9e7185596e1
rubensousa@GravitySnapHelper,4946,master,5336f036ff0b05fb1f80d555dabd6a85fca11586
Devlight@NavigationTabBar,4930,master,bd5d779548a002af24daf8c8a2b0cf0ee91531e4
google@google-authenticator,4913,master,51781910ae2bb1abf8ac51b290272f86f3651235
Netflix@conductor,4900,main,9e80c4af02c504072dfc775fb97430907bc1097c
Ramotion@folding-cell-android,4893,master,d8736d1bd5071dc61a36548e708fbd055af31ff2
ElderDrivers@EdXposed,4863,master,8f2308cdde0a8151a2b4b0151c58b203154a8c6f
andkulikov@Transitions-Everywhere,4862,master,226eb81be7f3e1487886594812f56a289ea3d72a
baidu@uid-generator,4842,master,2fcbc13d2016fcfb7648a18296951f6942215255
JodaOrg@joda-time,4838,main,872d993664e990ff54164d923cd2e338a5953ba9
claritylab@lucida,4822,master,3256bfa84be24eda7c988b1e61ed4cee0663410d
etsy@AndroidStaggeredGrid,4777,master,97739f6690a7676b62f0eb1246ae195ac98df4e2
Jasonchenlijian@FastBle,4759,master,c37ee367e24a6586aee9e184b31ee21c5c208a8c
kiegroup@drools,4754,main,090be011c90ae01b78c083830c87ee4a2deef818
saiwu-bigkoo@Android-ConvenientBanner,4750,master,985b3a1c27fefbb547376797082efb42b07d9052
lettuce-io@lettuce-core,4748,main,afeb1e70eed7c3c49187e48318ea34ec9db81e1e
OpenTSDB@opentsdb,4746,master,a82a4f85f0fc1af554a104f28cc495451b26b1f6
google@cameraview,4745,master,68947cc1643e7434250e099f38f346eae9c46339
lingochamp@okdownload,4744,master,cb6e20f2484927ef81728355fad3231bb87859a9
pardom-zz@ActiveAndroid,4717,master,08c6335cd7324c6e72da536b0c6fffa5a798f6a2
gabrielemariotti@cardslib,4713,master,d80384806cdffd2acc559bf1167251dcc797fa97
google@google-java-format,4706,master,198cc39e650fb2c744aeac80b6b834691a6b4695
apache@groovy,4670,master,837794caca5a26ce8493fda0d573cca072dd3040
apache@hbase,4666,master,5e251c49d01a45c177d17bac7ee4e923d2bd2df7
Genymobile@gnirehtet,4651,master,f5c0710c751f7ca82ce413058abc57d9af7208c3
spring-cloud@spring-cloud-netflix,4648,main,315a3802d3e0c567e66b2821a8936cf976a9d9ec
wdullaer@MaterialDateTimePicker,4647,master,f849a5c2704c974ba182fe4e2e205fa7f4fd395d
nisrulz@android-tips-tricks,4633,master,b6e6322e8c3492b039c0533685e809dad76cf5de
spring-projects@spring-data-examples,4627,main,e2b388e6b9ffe982d8ed215c1d152d7ac1e1338e
jgilfelt@chuck,4623,master,152f9a79f94ea23e9f0542137765961918909a76
sofastack@sofa-boot,4621,master,620f9e0a09b5710cfd944e1470da178a89b09659
JanusGraph@janusgraph,4620,master,ae07bbdcde56267109b456788b66272cabe40763
spring-projects@spring-security-oauth,4619,main,0344de8cc75055742f638b1e476a646a6f5891d9
square@sqlbrite,4613,trunk,d4cf6ef967452f19a508e14b7c46f64964f8052e
youtube@api-samples,4597,master,07263305b59a7c3275bc7e925f9ce6cabf774022
go-lang-plugin-org@go-lang-idea-plugin,4595,master,e73dab44213ffa76b3d6a853aecb109929c3e2b5
kyleduo@SwitchButton,4595,master,0e1f9c683ab985d8dab9c09149856af5a9535cbf
jankotek@mapdb,4591,master,7aabec8d3f22010be78353906923d8fbae173f99
danielzeller@Depth-LIB-Android-,4578,master,9e37df71dc7fa6ce2a7db241b8fb52ab192db1b3
apache@camel,4567,main,b66a36ac0fc8836d4e28182380f540dd7442eab3
romandanylyk@PageIndicatorView,4559,master,b1bad589b506add6842cc44ef6f2ca7e561dfebd
deathmarine@Luyten,4557,master,64af8d1df1d2cab029779142726fbcd8bc482956
Flipboard@bottomsheet,4542,master,2792f24d60a19e0948ff0e9977ea6ccff4a6a35d
jdamcd@android-crop,4537,master,f4b2d25a0508f45b1b961064a9b3e4a8ae30227c
orientechnologies@orientdb,4517,develop,869ea7ff7d532f2b141275b7687bdc129af67771
AntennaPod@AntennaPod,4513,develop,892b499687f8d394fd9380b05168924e581fca97
JakeWharton@NineOldAndroids,4513,master,d582f0ec8e79013e9fa96c07986160b52e662e63
apache@hive,4512,master,1f22b1c36cf03ff7b2a070edc79f8f2dd6c6b3aa
jeremylong@DependencyCheck,4510,main,91e3c5520a5ecbe31a137a4b5ba2c5a99c4c2678
cglib@cglib,4501,master,5c947539c1218dc4ff1a14a7c36b4856b0ee6397
reactive-streams@reactive-streams-jvm,4490,master,944163a4b2477a2bebaaada86b0ba910b6302f2f
android@views-widgets-samples,4472,main,f22069a57d5df0b58ce0be08086c3e9db35870b8
puniverse@quasar,4460,master,db0ac29f55bc0515023d67ab86a2178c5e6eeb94
alibaba@dexposed,4452,master,d1082567d6dc1de814b9ed2e9a3a63285a552bf9
firebase@FirebaseUI-Android,4451,master,5b6c9f01f5a674d754d8e9b1242197fe040086e7
bitcoinj@bitcoinj,4444,master,6ce061c9d3b7c2928e8c5450ec62898ae13dd96e
natario1@CameraView,4442,main,ae3f3da0e19fbf93a19e242d1d461fc6107592be
castorflex@SmoothProgressBar,4438,master,c620eacc77d55d7039dc13c8fb29cfedb9cf09c3
square@android-times-square,4435,master,a1a8f2b50a9a8311a64237b9f6a814ba22b6be13
huanghongxun@HMCL,4416,javafx,68a894481056209dc60cc54d2661ba9f2b3b59f4
javaparser@javaparser,4398,master,987ab2ae4ef88355d8122b4a643cc3644d7f20b7
MindorksOpenSource@android-mvp-architecture,4388,master,c9ef181d766627348748e4c3ed7ff74f94e34786
coobird@thumbnailator,4366,master,3116eb424f89946949ca54fb46633c83906b0e32
Netflix@ribbon,4342,master,7a57aa9aa85dc8b95e68fbc2b04613c2666d77a1
web3j@web3j,4338,master,0c968d580c769504ea1227f7886ad2714eb7fea9
yasserg@crawler4j,4333,master,68f5c1e4fb86542e74d31c0bcb4b1ae14ba2ea71
Ashok-Varma@BottomNavigation,4332,master,4144f98787a2bca55ccdd3c19372e00a75e75b68
Col-E@Recaf,4331,master,ca07fc05038ec8697a863bf471bdd244adbfb8bb
reactor@reactor-core,4328,main,edb0adebc72c9d132467c8defcc5ff405f0980ec
mcxiaoke@android-volley,4327,master,6864be3efadf3a33793228c0ce721a72d7a78731
Tencent@GT,4311,master,6e115aa7927441a7348f747b1316d5f4c4b4241a
apache@ignite,4305,master,a3804cca6bace0d85bdbdf28bc7c373e8ab71e2f
apache@rocketmq-externals,4302,master,f59289a0110b1ae3200fa4b04fdc2911575d144f
meefik@linuxdeploy,4302,master,d2f1af07a2f4880eae7da0d33b79691716ff9883
ronmamo@reflections,4294,master,8e7a5fbe683e4783e878b8c0350d325340257356
robinhood@ticker,4286,master,856935b4c8a535431b28f80b23ca9c39d88d35a9
brianfrankcooper@YCSB,4281,master,ce3eb9ce51c84ee9e236998cdd2cefaeb96798a8
aporter@coursera-android,4279,master,157373885fbfa18b83fa97cd46f6a003905970ea
apache@pinot,4268,master,46aa54139fcbdab36851dcc2c4349d8ccfe3da79
Meituan-Dianping@Robust,4247,master,955adcc21e4fbcb52054a8f7f4bbb11f462aeb2f
airbnb@DeepLinkDispatch,4226,master,64ecbf3afa9cbd9943b05646a20e2289c92d780b
cjlin1@libsvm,4220,master,324612f915bc5e694231484d26f5abeaac58f4f9
grantland@android-autofittextview,4204,master,5c565aa5c3ed62aaa31140440bb526e7435e7947
codingapi@tx-lcn,4173,dev6.0,f8ce807b8a820cfb4e8290eec132fa4e3e8da3fd
ChadCSong@ShineButton,4167,master,b8834976e918d61fa942c45b53043cb3c397ad93
citerus@dddsample-core,4158,master,8c1b7f90eabf9215c61f57dff963d57dab3fee0e
azkaban@azkaban,4154,master,5b53fa0383f08c5dc8a45c8c25cc25a33d676674
stleary@JSON-java,4150,master,98df35449a93738be2d69d955fb805fa416c6f0a
iNPUTmice@Conversations,4144,master,6e562d4cf906e50a793bb0a968028dc197051ebf
phishman3579@java-algorithms-implementation,4131,master,f2d115704691e8e4f6cfe490231d0adb0c3ce7d0
pedrovgs@AndroidWiFiADB,4125,master,c54f1e8dba380c0d595cf70267f385362f0d4f14
bisq-network@bisq,4121,master,cc8fe09d875c358bfff73dc3d4c735975d693220
beemdevelopment@Aegis,4111,master,c58b77387865d8d9327490228eee314c661aa571
baoyachi@StepView,4110,master,1b90467e03e17722abc3525b6c1e6d8695df6f63
j-easy@easy-rules,4109,master,d4450831533e47a5c0cb361edb80dad43db228a4
TeamAmaze@AmazeFileManager,4104,release/4.0,45e82bfae195249cf1ac36e32843af0fc08d27b8
objectbox@objectbox-java,4103,main,03125e92ad2432c9962c36a96a457f10e1446a97
vespa-engine@vespa,4097,master,27f3a824c6fce4a829a36e7834abeb087afeba7b
rstudio@rstudio,4094,main,cdf5e2a86656623fef0f676a64f21343c40d913f
obsidiandynamics@kafdrop,4092,master,534b0ab5c2bf50ae5b45ea8f24914a9227bd4737
ongakuer@CircleIndicator,4092,master,7847a2262f109127e4e03ca77f56253c2b128ad4
ThirtyDegreesRay@OpenHub,4088,master,fcb9b422e8013169e2328a6e09c675ce11a27ad6
alibaba@Tangram-Android,4086,master,e8fe44d8aa0fd124afaefe945e65da3df9c9244c
chewiebug@GCViewer,4084,develop,d74690e06dda2abaab74ca8426a932ba8e87166e
androidx@androidx,4078,androidx-main,88a4f45242635fe72bf40434d017eabae7cf499b
dreamhead@moco,4062,master,a578fcd2bea1a9cab9d89372bcdccea80513a29e
react-native-webrtc@react-native-webrtc,4062,master,eb3dac8abac3207f6237afe0fa2199f5c6e54418
dinuscxj@LoadingDrawable,4057,master,db4ceb6b90cabee18f33f89e04f6bb3a7a0b1f64
rubensousa@ViewPagerCards,4054,master,75d8004b8dfcf34f17629f73a0c0c116bb487bce
CalebFenton@simplify,4048,master,29fb25d624aecf0b075dea5c6029b2541474ddfe
Yalantis@Phoenix,4037,master,50728bc07b84c44863438128cf72b434c00bb1c9
pmd@pmd,4035,master,f54ca8b364bc6aae92b67ed03c69e5162383d811
makovkastar@FloatingActionButton,4026,master,06efd32191812222ea567fe8ae133309112e917f
BoltsFramework@Bolts-Android,4011,master,54e9cb8bdd4950aa4d418dcbc0ea65414762aef5
JSQLParser@JSqlParser,4007,master,4863eb5a8e30a5d0af68518fc5385279d11ae7a7
querydsl@querydsl,3997,master,cd608f04ed7534b1b62a78a28beb141071d149b6
line@armeria,3980,master,f6c4debed749f77d71aec836e98bdffef6537273
Manabu-GT@ExpandableTextView,3980,master,b3b81486bc45d2e94440d6d4395b2030b8a83996
Freeyourgadget@Gadgetbridge,3969,master,96a8785ed554166307e7ec72391ffff16ccef708
LWJGL@lwjgl3,3968,master,79c0c6969c0518d76327322e23d664d516f9dc1c
tiann@epic,3965,master,d9782997ef14d07c9efa2ef58f6ef57ecff92843
apache@incubator-seatunnel,3960,dev,26f2437c358d252372255f057f829a2ffe2577e1
hussien89aa@AndroidTutorialForBeginners,3960,master,c259419acc9110a7bb7fbd8a65f9435148604ab7
apache@shiro,3954,main,0d27bd0172c3e9cd53528ccf000c8fef0d5f8e24
bytedeco@javacpp,3951,master,81252dd2822d2bee3555bb4c094a78e94796b4db
runelite@runelite,3943,master,8d407acfb75f2a61dbcaf0bc3e7fcf861af70939
alibaba@jstorm,3937,master,5d6cde22dbca7df3d6e6830bf94f98a6639ab559
oblac@jodd,3930,master,64789830911f722d4ed0330edb95ab0bf9ae41dd
powermock@powermock,3914,release/2.x,a0be5c4bbeb04f13a6aec2653c1f5663cece1316
JoanZapata@android-iconify,3912,master,faa8c541398e2b38a3c800c93017131fd078cc01
dromara@hmily,3909,master,17ed6c238b8d8813a3057c9f470524c8c987bb1b
eirslett@frontend-maven-plugin,3900,master,ec9f8050bc4c4014bbeb1ea84ae92e11682d9764
remkop@picocli,3900,main,50983419faf1e8f22d7cdd506cba4883ed617f18
Fuzion24@JustTrustMe,3896,master,861c5faffeac1d3eb11323362db3256c66444dc5
spring-projects@spring-authorization-server,3896,main,3aa8c6b03a80a2cca2e541f37cbe2eb44dd1300c
Piasy@BigImageViewer,3894,master,9cc045e8146dc8833a487576745f17158bae4a4a
orhanobut@hawk,3891,master,0d22dde128b1ab5f50ac20d802db79cf402aa150
mock-server@mockserver,3884,master,829340399aa1ef5833d69ddd107ad13a10dec7bf
graphhopper@graphhopper,3864,master,37380c01ac115b2fd11f4293b964eea3fde64c79
aurelhubert@ahbottomnavigation,3860,master,9241f2a1d9f2321d9fcc1f98e2cdcbea5ddd0ba4
bluelinelabs@Conductor,3858,develop,bd584727be913e520baae21cc8013cb5e5d60f11
failsafe-lib@failsafe,3832,master,ab32c5424acc9c4cfd004c2da437f914edcc06ad
microsoft@malmo,3814,master,b59258d812a2600c0c615358684fcf660d83455c
DiUS@java-faker,3809,master,a8b8ff0acc6fcc629d08a3a9952f83be56a9a3c3
MiguelCatalan@MaterialSearchView,3806,develop,53e163c90da5d25b0d88aa182f91027487bee043
roboguice@roboguice,3805,master,d96250c41149e13a159d26a532365c3f7034c07e
databricks@learning-spark,3803,master,6b34161e2c1351500784a0d500c664c90846cacf
traccar@traccar,3785,master,78a0df7befc84b7d138b403b137f26f9df379c3d
PowerJob@PowerJob,3773,master,dc98f5f37a9060eacf2e5a3baa47eaa9fb009348
spring-cloud@spring-cloud-gateway,3756,main,8a6dc328b87bde6a9931c50aeda9009d3ad7926f
mik3y@usb-serial-for-android,3751,master,5bb8db02d5a6f2db32522ce602a6dd7d791de083
timehop@sticky-headers-recyclerview,3742,master,f5a9e9b8f5d96734e20439b0a41381865fa52fb7
jitsi@jitsi,3740,master,8169c709f1e2f8f6a7374a9902db9f7d82af4156
lzyzsd@CircleProgress,3735,master,8ecd5b87d747f5a486313b0f56e4f197b13f93de
code4craft@tiny-spring,3730,master,2e0a2ba49c703f33fcca359a97af86094b4ded0d
alibaba@dragonwell8,3726,master,b0b8f7d7bc3c691bf8b0a10983f6c7a8a026d7e5
CaffeineMC@sodium-fabric,3726,1.19.x/next,b15f95bd7f5bb0384c2ed638062b20680fc2e514
alibaba@QLExpress,3723,master,d88691ff66e602efc632fe3e5b5b46d3563c77ca
oracle@opengrok,3723,master,aa5e7d1514dd07cd8985ac487a9b7e2b4edf146f
willowtreeapps@spruce-android,3715,master,06924982d71c5fa73582678e4331a3f88e0b92dc
google@open-location-code,3714,main,817c0086479ac263d328f903605db8233a018546
amirzaidi@Launcher3,3711,o-mr1,5605dd10845b2ed841cadaf3dddcb0205c057c60
mybatis@spring-boot-starter,3709,master,0e5420eb062834c7cd988fadea29f49d699f57da
killbill@killbill,3699,master,c9ca6ca5d5f3310205d6baabee372bb2e007cdea
lygttpod@SuperTextView,3690,master,fb5fe50581cdacc1acbd36001012e8cdf9b7d072
jboss-javassist@javassist,3677,master,700be6f6f9546e8af049b1a763ce27f1fde5955d
apache@dubbo-admin,3670,develop,4a1aab6b9ffc09d234f70583c5ea5fe7796ef453
yangfuhai@ASimpleCache,3669,master,7935b04751aa57299cfb8b89e5b1e12a2d96e7cb
alibaba@jetcache,3641,master,64a083695c5dfc6e6244cf47d94800cba18910e8
andOTP@andOTP,3640,master,6c54b8811f950375c774b2eefebcf1f9fa13d433
ryanhoo@StylishMusicPlayer,3638,develop,f01f604a14527e1403fcf2f77f0bec5863d13662
rovo89@XposedInstaller,3635,master,8f8f2d7072d1f7b02f237e4ac864e767b7aa6e4c
apache@incubator-heron,3628,master,36f1cdb310e67862ee9c271fcbc0775502aea0cb
micrometer-metrics@micrometer,3621,main,343d330030531a804108436e1f1d76a56499ca30
sofastack@sofa-rpc,3617,master,d53562a30da55d9c00cbb2bfdc0d55b7dfaf2454
apache@hudi,3613,master,ca4003b78445d5be8b305b6f5ead90a76bfe361b
rockerhieu@emojicon,3608,master,c96c4a4f113b4403ea92d1f34f67fb8b9bd5c2e4
Ereza@CustomActivityOnCrash,3594,master,927fdc3d8de2c565deb648c4d9db9dbe75fe7b9a
Atmosphere@atmosphere,3593,atmosphere-2.7.x,7ed253ca8b4f804d4d4b9ca978043ea65fb223ed
CameraKit@blurkit-android,3589,master,f0d181a3850db20f495d5b2c7b825d1fd790d7f2
tyrantgit@ExplosionField,3584,master,3122cb6c5783218f1a08787e6a6241e6e745695f
stfalcon-studio@ChatKit,3580,master,d10cfe3393a9d6ce150e817b22b019dcd17c55fa
johncarl81@parceler,3577,master,52e6b14709eb0b84835907e71d9380124f3c6b6e
kikoso@android-stackblur,3575,main,35696424fcb1bbb561ad5a281270fdc5abd7f1af
google@rejoiner,3574,master,9c51c9d28baf6b77d8484d558d1a60ec897c7c68
knowm@XChange,3573,develop,037c1219da59676d1622725cb1c0978509c534c0
nytimes@Store,3567,feature/rx2,d810395e05f177f195e9808914f24aa70e622fcd
GeyserMC@Geyser,3552,master,e9b99b209814d43573e7c74712ccc165b9d6a1f3
lsjwzh@RecyclerViewPager,3542,master,912e64f3d1d11acaff42267985fb6364a53e4eb4
luontola@retrolambda,3539,master,fbd82c9a023b363a2cb38afd8dad3fd8fc134ada
arimorty@floatingsearchview,3533,master,a0f8fbc90d98eb1b629c6295dd2d3577412e7b1e
crate@crate,3517,master,08e4989fe6b071c0a2c7c9ddf4131332b95fbc13
JakeWharton@ThreeTenABP,3516,trunk,69ebe84276d439cc430888a7b5a2a4a9d37fefa3
liquibase@liquibase,3515,master,745d022e5c3d1d29057aadcb89cf0b6305bdc7d6
baoyongzhang@SwipeMenuListView,3512,master,b00e0fe8c2b8d6f08607bfe2ab390c7cee8df274
ethanhua@Skeleton,3507,master,6dc07d6a9fb9dfeef7ae6fcbc6e6699265f90f7c
strimzi@strimzi-kafka-operator,3505,main,7510365fb28bf23870f485c5cd36466c1a1cf29c
davideas@FlexibleAdapter,3504,master,844a07002c3d2f2b68a6b26a25e8e401777c73e7
h2database@h2database,3497,master,3c5726f4c68f49c093b3ad490b686fc3eefe8e54
dropbox@hackpad,3495,master,da0b3dbc3525cd3094c52975d11817ab30087ac9
codeestX@GeekNews,3494,master,4e761b6be2991e0f99a22b6c121caf021bb09b16
andremion@Music-Player,3489,master,f7cbbfe9fee7d2ec268d62eb25c901f72d4d1778
apache@iceberg,3476,master,8271791061e72dbf554028e477746e89fca9ec02
apache@nifi,3476,main,b6026f57095d00b1ef63f96eeed03d3fc8eaa861
wendux@DSBridge-Android,3475,master,22b19ffaf1538a4352f16134606d417aaab42dbc
lisawray@groupie,3466,master,635b72775b5690793fe67ba2eda9be2a20e70350
xcc3641@SeeWeather,3465,master,1e3485179a0d91eb8d781287b2f45518f0d50920
openhab@openhab1-addons,3458,main,f7c26e5361c1cfe0382817ce7310a624e4ce89a0
jagrosh@MusicBot,3455,master,b76f6fa07c0e09307a561e2a957cd98129b72152
linkedin@databus,3452,master,001ff16e9325694e8d833283f405058eff9cb7ef
eclipse@jetty.project,3451,jetty-10.0.x,94c6e63b761372c55021bd70f0da019243a8f73c
networknt@light-4j,3437,master,823a5cb171ed990b0732f559ada7b9ddb6c6ce21
apache@calcite,3436,main,defea67b80fe432c5a8f776718169a3595b222a8
zendesk@maxwell,3434,master,ce53800d3b4c9d193bb103e1ce023639b0cb9ade
code4craft@netty-learning,3429,master,73fd879a7dbc159a63157a6d91891b7e74783bbe
crossoverJie@SSM,3421,master,1c14460a95c23e2e57fb3fd25b445a0343cad5cf
oshi@oshi,3417,master,ab940abfd04f96ebc18ca3030e2e37c391bbd1b0
MovingBlocks@Terasology,3416,develop,f8f6f89e4e8f42efecc243ca5c7bc7851bc8a5ca
avast@android-butterknife-zelezny,3415,master,ad040deda488cdc2d4f5b104917b8310e25b051a
yigit@android-priority-jobqueue,3410,master,360c090857eb0f6efbdde04a7c8bb5cc31582eb9
jbloch@effective-java-3e-source-code,3407,master,bdc828a7af2bdfac28e3c38bd7d1a2ae05736ccc
jacoco@jacoco,3405,master,8a367e300688f923067c2af45f5e8785b8f80062
PhilippC@keepass2android,3403,master,50287025a0b93fe56f911826ad6002b2905b9abd
googlemaps@android-maps-utils,3402,main,e5d7ad98460c780ae0b8e08b4f0845418c1f5161
google@data-transfer-project,3395,master,ee83645814d26e8c28931017613924fd9cf7fe29
apache@kylin,3390,main,63f9ac6bcd0db005f10935d88747d39fc0819ab7
jindrapetrik@jpexs-decompiler,3375,master,b71b9dbbbf2ff0f37b135a004dc8cf7db9cb8c78
alamkanak@Android-Week-View,3372,develop,175c25cbe31a13c4352eac5828072e60aa1100ec
osmandapp@OsmAnd,3369,master,69bf5e8f833894a113c65231e051f08e52a957f0
ivacf@archi,3354,master,30f1c690bf2b60c904fb3c968884b113780d935a
killme2008@aviatorscript,3350,master,a248d80de28896789722005746fb4d79d32f4266
ddd-by-examples@library,3343,master,98d7004b5aef366ba5d661ae0cb544af1cfd33f1
DV8FromTheWorld@JDA,3343,master,5d13c14b4b14f776b5e93a148c7749ff3bbdcaa3
apache@maven,3330,master,79b6dd0babcb9865d20d32686ea2f65961f4718e
hmkcode@Android,3327,master,a301aa4b1b6b684978f15e7528507ac350aea3f2
rubensousa@PreviewSeekBar,3324,master,c14871151ccb91f283ef7007ca9f10e5bddf2978
iammert@ScalingLayout,3315,master,f19164d4c4e08f93ddeb9f40aaa39e2025d1b866
actorapp@actor-platform,3308,master,5123c1584757c6eeea0ed2a0e7e043629871a0c6
shekhargulati@99-problems,3307,master,7e120de6259b408eed8d1d17538b561a01bbfb9a
DTStack@chunjun,3298,master,dde645268f4dc6aa3267e9fa4f461035c1b31103
rubenlagus@TelegramBots,3294,master,7d5fa667c098bc15a9758c3ece44ee1456a5cfb0
flutter-webrtc@flutter-webrtc,3284,main,bf9edc8012d12b167cb06b900a5e06215000acd3
kevinsawicki@http-request,3281,master,2d62a3e9da726942a93cf16b6e91c0187e6c0136
uber@AutoDispose,3274,main,8d6a642619e73538e93126e15b36af2e0fea971c
fyhertz@libstreaming,3270,master,3a78d2219a4cf5bc972cdc59a8f84349fda277c6
spockframework@spock,3255,master,8b2edd0e117a28087314fd3306008180f70ced96
google@volley,3254,master,74115cfa9d4ffea1e3c23e22d29f46705ef338a1
chenBingX@SuperTextView,3246,master,3b22d57b8bbf367dcdaa9e6ba587286f3d67d171
PojavLauncherTeam@PojavLauncher,3245,v3_openjdk,0b5477fb5ad43944469fa4d8a8a96d0d566a8782
undertow-io@undertow,3241,master,4657721c8e523834a4dbfed2e7cfe5b027de8ed3
UnevenSoftware@LeafPic,3239,dev,cfec78746776ed4bbccf9387bfc3f6ba1bb2c181
ragunathjawahar@android-saripaar,3237,master,fe05e4efcb73460fc254891a42e603b4ca2c9118
VaughnVernon@IDDD_Samples,3237,master,9b27b11773f62afb5d1b541abf51fb36516a7250
bluelinelabs@LoganSquare,3236,development,6c5ec5281fb58d85a99413b7b6f55e9ef18a6e06
tangqi92@Android-Tips,3236,master,355b0a24f987fe81e709d9825417a97c6e30a200
alibaba@Alink,3234,master,f79c1489c934437d0e49d35be0df77f5f911192b
vaticle@typedb,3226,development,51ff2702a6c6d35701673b505bb1070601b6cca1
anggrayudi@android-hidden-api,3218,master,66e2373fea8cfb9dbea522743603ccd45ed2aca2
bauerca@drag-sort-listview,3215,master,c3cfccee21676149dfdf8e803c0ec2eaebc6b841
ikarus23@MifareClassicTool,3212,master,df13e9742909209a0c0b615458cb94a0c220ec76
eishay@jvm-serializers,3210,master,269fa2782b346d120b1fc5ea86b7326c45ccdcb2
yanzhenjie@AndServer,3207,master,d0edcd13e4a8579670e6ffde3ecc55ba31779b35
bilibili@boxing,3204,master,bd1eeff8405a74c201ca489d6f753e306e84d195
